Names,Nations,Scores,Total Scores
"Gabriel Medina,Filipe Toledo,Italo Ferreira,Conner Coffin,Morgan Cibilic,Griffin Colapinto,Jordy Smith,Kanoa Igarashi,Yago Dora,Frederico Morais,John John Florence,Jack Robinson,Leonardo Fioravanti,Deivid Silva,Ryan Callinan,Adriano de Souza,Ethan Ewing,Kelly Slater,Jadson Andre,Jeremy Flores,Julian Wilson,Seth Moniz,Miguel Pupo,Matthew McGillivray,Owen Wright,Caio Ibelli,Peterson Crisanto,Michel Bourez,Jack Freestone,Wade Carmichael,Connor O'Leary,Mikey Wright,Alex Ribeiro,Liam O'Brien,Mateus Herdy,Adrian Buchan,Kolohe Andino,Reef Heazlewood,Rio Waida,Jacob Willcox,Sebastian Zietz,Nat Young,Stuart Kennedy,Patrick Gudauskas,Mick Fanning,Michael Dunphy,Lucca Mesinas,Eli Hanneman,Lucas Vicente,Dylan Moffat","Brazil,Brazil,Brazil,United States,Australia,United States,South Africa,Japan,Brazil,Portugal,Hawaii,Australia,Italy,Brazil,Australia,Brazil,Australia,United States,Brazil,France,Australia,Hawaii,Brazil,South Africa,Australia,Brazil,Brazil,France,Australia,Australia,Australia,Australia,Brazil,Australia,Brazil,Australia,United States,Australia,Indonesia,Australia,Hawaii,United States,Australia,United States,Australia,United States,Peru,Hawaii,Brazil,Australia","7,800,7,800,10,000,3,320,10,000,7,800,4,745,1,330,6,085,3,320,10,000,1,330,10,000,1,330,6,085,10,000,3,320,4,745,6,085,3,320,4,745,265,4,745,7,800,1,330,4,745,3,320,4,745,1,330,6,085,4,745,1,330,7,800,3,320,3,320,1,330,3,320,6,085,6,085,1,330,6,085,1,330,4,745,3,320,3,320,7,800,3,320,265,265,4,745,3,320,4,745,3,320,1,330,6,085,1,330,1,330,3,320,4,745,1,330,4,745,4,745,3,320,1,330,3,320,6,085,3,320,1,330,3,320,4,745,10,000,1,330,3,320,4,745,265,265,265,3,320,1,330,3,320,1,330,1,330,265,10,000,4,745,1,330,265,1,330,3,320,3,320,6,085,1,330,4,745,1,330,1,330,1,330,1,330,7,800,3,320,4,745,1,330,4,745,1,330,1,330,1,330,265,4,745,1,330,1,330,3,320,4,745,1,330,1,330,1,330,4,745,1,330,1,330,4,745,3,320,6,085,265,265,265,265,4,745,3,320,3,320,265,3,320,3,320,265,1,330,3,320,4,745,1,330,1,330,3,320,265,265,*,3,320,1,330,3,320,1,330,3,320,4,745,265,*,-,1,330,1,330,1,330,4,745,3,320,3,320,1,330,3,320,1,330,1,330,1,330,4,745,3,320,1,330,3,320,265,265,6,085,1,330,1,330,1,330,265,*,3,320,1,330,1,330,3,320,3,320,1,330,3,320,1,330,3,320,3,320,1,330,1,330,1,330,3,320,1,330,1,330,3,320,265,1,330,1,330,1,330,1,330,1,330,1,330,3,320,265,1,330,3,320,1,330,1,330,265,1,330,1,330,265,*,1,330,3,320,1,330,1,330,1,330,1,330,1,330,1,330,1,330,265,1,330,3,320,1,330,265,1,330,265,*,1,330,*,265,*,3,320,*,265,*,1,330,*,265,1,330,1,330,1,330,1,330,1,330,265,-,-,-,-,6,085,*,265,*,-,-,-,-,-,-,-,6,085,*,265,1,330,265,1,330,265,1,330,1,330,1,330,265,265,265,265,265,3,320,-,-,3,320,*,265,*,-,-,-,-,-,-,-,-,-,3,320,*,-,-,-,1,330,*,1,330,*,-,-,1,330,*,-,-,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-","43,400,30,735,31,660,25,355,25,270,22,905,22,505,22,215,20,875,20,790,19,660,19,300,18,800,16,535,15,470,15,470,15,470,14,680,14,610,14,045,14,045,14,045,14,045,13,395,12,620,12,620,10,630,8,640,8,640,8,640,8,640,7,575,6,650,6,350,6,085,5,585,5,445,3,585,3,320,2,660,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330"
,,,
"Gabriel Medina,Filipe Toledo,Italo Ferreira,Conner Coffin,Morgan Cibilic,Griffin Colapinto,Jordy Smith,Kanoa Igarashi,Yago Dora,Frederico Morais,John John Florence,Jack Robinson,Leonardo Fioravanti,Deivid Silva,Ryan Callinan,Adriano de Souza,Ethan Ewing,Kelly Slater,Jadson Andre,Jeremy Flores,Julian Wilson,Seth Moniz,Miguel Pupo,Matthew McGillivray,Owen Wright,Caio Ibelli,Peterson Crisanto,Michel Bourez,Jack Freestone,Wade Carmichael,Connor O'Leary,Mikey Wright,Alex Ribeiro,Liam O'Brien,Mateus Herdy,Adrian Buchan,Kolohe Andino,Reef Heazlewood,Rio Waida,Jacob Willcox,Sebastian Zietz,Nat Young,Stuart Kennedy,Patrick Gudauskas,Mick Fanning,Michael Dunphy,Lucca Mesinas,Eli Hanneman,Lucas Vicente,Dylan Moffat","Brazil,Brazil,Brazil,United States,Australia,United States,South Africa,Japan,Brazil,Portugal,Hawaii,Australia,Italy,Brazil,Australia,Brazil,Australia,United States,Brazil,France,Australia,Hawaii,Brazil,South Africa,Australia,Brazil,Brazil,France,Australia,Australia,Australia,Australia,Brazil,Australia,Brazil,Australia,United States,Australia,Indonesia,Australia,Hawaii,United States,Australia,United States,Australia,United States,Peru,Hawaii,Brazil,Australia","7,800,7,800,10,000,3,320,10,000,7,800,4,745,1,330,6,085,3,320,10,000,1,330,10,000,1,330,6,085,10,000,3,320,4,745,6,085,3,320,4,745,265,4,745,7,800,1,330,4,745,3,320,4,745,1,330,6,085,4,745,1,330,7,800,3,320,3,320,1,330,3,320,6,085,6,085,1,330,6,085,1,330,4,745,3,320,3,320,7,800,3,320,265,265,4,745,3,320,4,745,3,320,1,330,6,085,1,330,1,330,3,320,4,745,1,330,4,745,4,745,3,320,1,330,3,320,6,085,3,320,1,330,3,320,4,745,10,000,1,330,3,320,4,745,265,265,265,3,320,1,330,3,320,1,330,1,330,265,10,000,4,745,1,330,265,1,330,3,320,3,320,6,085,1,330,4,745,1,330,1,330,1,330,1,330,7,800,3,320,4,745,1,330,4,745,1,330,1,330,1,330,265,4,745,1,330,1,330,3,320,4,745,1,330,1,330,1,330,4,745,1,330,1,330,4,745,3,320,6,085,265,265,265,265,4,745,3,320,3,320,265,3,320,3,320,265,1,330,3,320,4,745,1,330,1,330,3,320,265,265,*,3,320,1,330,3,320,1,330,3,320,4,745,265,*,-,1,330,1,330,1,330,4,745,3,320,3,320,1,330,3,320,1,330,1,330,1,330,4,745,3,320,1,330,3,320,265,265,6,085,1,330,1,330,1,330,265,*,3,320,1,330,1,330,3,320,3,320,1,330,3,320,1,330,3,320,3,320,1,330,1,330,1,330,3,320,1,330,1,330,3,320,265,1,330,1,330,1,330,1,330,1,330,1,330,3,320,265,1,330,3,320,1,330,1,330,265,1,330,1,330,265,*,1,330,3,320,1,330,1,330,1,330,1,330,1,330,1,330,1,330,265,1,330,3,320,1,330,265,1,330,265,*,1,330,*,265,*,3,320,*,265,*,1,330,*,265,1,330,1,330,1,330,1,330,1,330,265,-,-,-,-,6,085,*,265,*,-,-,-,-,-,-,-,6,085,*,265,1,330,265,1,330,265,1,330,1,330,1,330,265,265,265,265,265,3,320,-,-,3,320,*,265,*,-,-,-,-,-,-,-,-,-,3,320,*,-,-,-,1,330,*,1,330,*,-,-,1,330,*,-,-,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-","43,400,30,735,31,660,25,355,25,270,22,905,22,505,22,215,20,875,20,790,19,660,19,300,18,800,16,535,15,470,15,470,15,470,14,680,14,610,14,045,14,045,14,045,14,045,13,395,12,620,12,620,10,630,8,640,8,640,8,640,8,640,7,575,6,650,6,350,6,085,5,585,5,445,3,585,3,320,2,660,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330"
,,,
"Gabriel Medina,Filipe Toledo,Italo Ferreira,Conner Coffin,Morgan Cibilic,Griffin Colapinto,Jordy Smith,Kanoa Igarashi,Yago Dora,Frederico Morais,John John Florence,Jack Robinson,Leonardo Fioravanti,Deivid Silva,Ryan Callinan,Adriano de Souza,Ethan Ewing,Kelly Slater,Jadson Andre,Jeremy Flores,Julian Wilson,Seth Moniz,Miguel Pupo,Matthew McGillivray,Owen Wright,Caio Ibelli,Peterson Crisanto,Michel Bourez,Jack Freestone,Wade Carmichael,Connor O'Leary,Mikey Wright,Alex Ribeiro,Liam O'Brien,Mateus Herdy,Adrian Buchan,Kolohe Andino,Reef Heazlewood,Rio Waida,Jacob Willcox,Sebastian Zietz,Nat Young,Stuart Kennedy,Patrick Gudauskas,Mick Fanning,Michael Dunphy,Lucca Mesinas,Eli Hanneman,Lucas Vicente,Dylan Moffat","Brazil,Brazil,Brazil,United States,Australia,United States,South Africa,Japan,Brazil,Portugal,Hawaii,Australia,Italy,Brazil,Australia,Brazil,Australia,United States,Brazil,France,Australia,Hawaii,Brazil,South Africa,Australia,Brazil,Brazil,France,Australia,Australia,Australia,Australia,Brazil,Australia,Brazil,Australia,United States,Australia,Indonesia,Australia,Hawaii,United States,Australia,United States,Australia,United States,Peru,Hawaii,Brazil,Australia","7,800,7,800,10,000,3,320,10,000,7,800,4,745,1,330,6,085,3,320,10,000,1,330,10,000,1,330,6,085,10,000,3,320,4,745,6,085,3,320,4,745,265,4,745,7,800,1,330,4,745,3,320,4,745,1,330,6,085,4,745,1,330,7,800,3,320,3,320,1,330,3,320,6,085,6,085,1,330,6,085,1,330,4,745,3,320,3,320,7,800,3,320,265,265,4,745,3,320,4,745,3,320,1,330,6,085,1,330,1,330,3,320,4,745,1,330,4,745,4,745,3,320,1,330,3,320,6,085,3,320,1,330,3,320,4,745,10,000,1,330,3,320,4,745,265,265,265,3,320,1,330,3,320,1,330,1,330,265,10,000,4,745,1,330,265,1,330,3,320,3,320,6,085,1,330,4,745,1,330,1,330,1,330,1,330,7,800,3,320,4,745,1,330,4,745,1,330,1,330,1,330,265,4,745,1,330,1,330,3,320,4,745,1,330,1,330,1,330,4,745,1,330,1,330,4,745,3,320,6,085,265,265,265,265,4,745,3,320,3,320,265,3,320,3,320,265,1,330,3,320,4,745,1,330,1,330,3,320,265,265,*,3,320,1,330,3,320,1,330,3,320,4,745,265,*,-,1,330,1,330,1,330,4,745,3,320,3,320,1,330,3,320,1,330,1,330,1,330,4,745,3,320,1,330,3,320,265,265,6,085,1,330,1,330,1,330,265,*,3,320,1,330,1,330,3,320,3,320,1,330,3,320,1,330,3,320,3,320,1,330,1,330,1,330,3,320,1,330,1,330,3,320,265,1,330,1,330,1,330,1,330,1,330,1,330,3,320,265,1,330,3,320,1,330,1,330,265,1,330,1,330,265,*,1,330,3,320,1,330,1,330,1,330,1,330,1,330,1,330,1,330,265,1,330,3,320,1,330,265,1,330,265,*,1,330,*,265,*,3,320,*,265,*,1,330,*,265,1,330,1,330,1,330,1,330,1,330,265,-,-,-,-,6,085,*,265,*,-,-,-,-,-,-,-,6,085,*,265,1,330,265,1,330,265,1,330,1,330,1,330,265,265,265,265,265,3,320,-,-,3,320,*,265,*,-,-,-,-,-,-,-,-,-,3,320,*,-,-,-,1,330,*,1,330,*,-,-,1,330,*,-,-,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-","43,400,30,735,31,660,25,355,25,270,22,905,22,505,22,215,20,875,20,790,19,660,19,300,18,800,16,535,15,470,15,470,15,470,14,680,14,610,14,045,14,045,14,045,14,045,13,395,12,620,12,620,10,630,8,640,8,640,8,640,8,640,7,575,6,650,6,350,6,085,5,585,5,445,3,585,3,320,2,660,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330"
,,,
"Gabriel Medina,Filipe Toledo,Italo Ferreira,Conner Coffin,Morgan Cibilic,Griffin Colapinto,Jordy Smith,Kanoa Igarashi,Yago Dora,Frederico Morais,John John Florence,Jack Robinson,Leonardo Fioravanti,Deivid Silva,Ryan Callinan,Adriano de Souza,Ethan Ewing,Kelly Slater,Jadson Andre,Jeremy Flores,Julian Wilson,Seth Moniz,Miguel Pupo,Matthew McGillivray,Owen Wright,Caio Ibelli,Peterson Crisanto,Michel Bourez,Jack Freestone,Wade Carmichael,Connor O'Leary,Mikey Wright,Alex Ribeiro,Liam O'Brien,Mateus Herdy,Adrian Buchan,Kolohe Andino,Reef Heazlewood,Rio Waida,Jacob Willcox,Sebastian Zietz,Nat Young,Stuart Kennedy,Patrick Gudauskas,Mick Fanning,Michael Dunphy,Lucca Mesinas,Eli Hanneman,Lucas Vicente,Dylan Moffat","Brazil,Brazil,Brazil,United States,Australia,United States,South Africa,Japan,Brazil,Portugal,Hawaii,Australia,Italy,Brazil,Australia,Brazil,Australia,United States,Brazil,France,Australia,Hawaii,Brazil,South Africa,Australia,Brazil,Brazil,France,Australia,Australia,Australia,Australia,Brazil,Australia,Brazil,Australia,United States,Australia,Indonesia,Australia,Hawaii,United States,Australia,United States,Australia,United States,Peru,Hawaii,Brazil,Australia","7,800,7,800,10,000,3,320,10,000,7,800,4,745,1,330,6,085,3,320,10,000,1,330,10,000,1,330,6,085,10,000,3,320,4,745,6,085,3,320,4,745,265,4,745,7,800,1,330,4,745,3,320,4,745,1,330,6,085,4,745,1,330,7,800,3,320,3,320,1,330,3,320,6,085,6,085,1,330,6,085,1,330,4,745,3,320,3,320,7,800,3,320,265,265,4,745,3,320,4,745,3,320,1,330,6,085,1,330,1,330,3,320,4,745,1,330,4,745,4,745,3,320,1,330,3,320,6,085,3,320,1,330,3,320,4,745,10,000,1,330,3,320,4,745,265,265,265,3,320,1,330,3,320,1,330,1,330,265,10,000,4,745,1,330,265,1,330,3,320,3,320,6,085,1,330,4,745,1,330,1,330,1,330,1,330,7,800,3,320,4,745,1,330,4,745,1,330,1,330,1,330,265,4,745,1,330,1,330,3,320,4,745,1,330,1,330,1,330,4,745,1,330,1,330,4,745,3,320,6,085,265,265,265,265,4,745,3,320,3,320,265,3,320,3,320,265,1,330,3,320,4,745,1,330,1,330,3,320,265,265,*,3,320,1,330,3,320,1,330,3,320,4,745,265,*,-,1,330,1,330,1,330,4,745,3,320,3,320,1,330,3,320,1,330,1,330,1,330,4,745,3,320,1,330,3,320,265,265,6,085,1,330,1,330,1,330,265,*,3,320,1,330,1,330,3,320,3,320,1,330,3,320,1,330,3,320,3,320,1,330,1,330,1,330,3,320,1,330,1,330,3,320,265,1,330,1,330,1,330,1,330,1,330,1,330,3,320,265,1,330,3,320,1,330,1,330,265,1,330,1,330,265,*,1,330,3,320,1,330,1,330,1,330,1,330,1,330,1,330,1,330,265,1,330,3,320,1,330,265,1,330,265,*,1,330,*,265,*,3,320,*,265,*,1,330,*,265,1,330,1,330,1,330,1,330,1,330,265,-,-,-,-,6,085,*,265,*,-,-,-,-,-,-,-,6,085,*,265,1,330,265,1,330,265,1,330,1,330,1,330,265,265,265,265,265,3,320,-,-,3,320,*,265,*,-,-,-,-,-,-,-,-,-,3,320,*,-,-,-,1,330,*,1,330,*,-,-,1,330,*,-,-,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-","43,400,30,735,31,660,25,355,25,270,22,905,22,505,22,215,20,875,20,790,19,660,19,300,18,800,16,535,15,470,15,470,15,470,14,680,14,610,14,045,14,045,14,045,14,045,13,395,12,620,12,620,10,630,8,640,8,640,8,640,8,640,7,575,6,650,6,350,6,085,5,585,5,445,3,585,3,320,2,660,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330"
,,,
"Gabriel Medina,Filipe Toledo,Italo Ferreira,Conner Coffin,Morgan Cibilic,Griffin Colapinto,Jordy Smith,Kanoa Igarashi,Yago Dora,Frederico Morais,John John Florence,Jack Robinson,Leonardo Fioravanti,Deivid Silva,Ryan Callinan,Adriano de Souza,Ethan Ewing,Kelly Slater,Jadson Andre,Jeremy Flores,Julian Wilson,Seth Moniz,Miguel Pupo,Matthew McGillivray,Owen Wright,Caio Ibelli,Peterson Crisanto,Michel Bourez,Jack Freestone,Wade Carmichael,Connor O'Leary,Mikey Wright,Alex Ribeiro,Liam O'Brien,Mateus Herdy,Adrian Buchan,Kolohe Andino,Reef Heazlewood,Rio Waida,Jacob Willcox,Sebastian Zietz,Nat Young,Stuart Kennedy,Patrick Gudauskas,Mick Fanning,Michael Dunphy,Lucca Mesinas,Eli Hanneman,Lucas Vicente,Dylan Moffat","Brazil,Brazil,Brazil,United States,Australia,United States,South Africa,Japan,Brazil,Portugal,Hawaii,Australia,Italy,Brazil,Australia,Brazil,Australia,United States,Brazil,France,Australia,Hawaii,Brazil,South Africa,Australia,Brazil,Brazil,France,Australia,Australia,Australia,Australia,Brazil,Australia,Brazil,Australia,United States,Australia,Indonesia,Australia,Hawaii,United States,Australia,United States,Australia,United States,Peru,Hawaii,Brazil,Australia","7,800,7,800,10,000,3,320,10,000,7,800,4,745,1,330,6,085,3,320,10,000,1,330,10,000,1,330,6,085,10,000,3,320,4,745,6,085,3,320,4,745,265,4,745,7,800,1,330,4,745,3,320,4,745,1,330,6,085,4,745,1,330,7,800,3,320,3,320,1,330,3,320,6,085,6,085,1,330,6,085,1,330,4,745,3,320,3,320,7,800,3,320,265,265,4,745,3,320,4,745,3,320,1,330,6,085,1,330,1,330,3,320,4,745,1,330,4,745,4,745,3,320,1,330,3,320,6,085,3,320,1,330,3,320,4,745,10,000,1,330,3,320,4,745,265,265,265,3,320,1,330,3,320,1,330,1,330,265,10,000,4,745,1,330,265,1,330,3,320,3,320,6,085,1,330,4,745,1,330,1,330,1,330,1,330,7,800,3,320,4,745,1,330,4,745,1,330,1,330,1,330,265,4,745,1,330,1,330,3,320,4,745,1,330,1,330,1,330,4,745,1,330,1,330,4,745,3,320,6,085,265,265,265,265,4,745,3,320,3,320,265,3,320,3,320,265,1,330,3,320,4,745,1,330,1,330,3,320,265,265,*,3,320,1,330,3,320,1,330,3,320,4,745,265,*,-,1,330,1,330,1,330,4,745,3,320,3,320,1,330,3,320,1,330,1,330,1,330,4,745,3,320,1,330,3,320,265,265,6,085,1,330,1,330,1,330,265,*,3,320,1,330,1,330,3,320,3,320,1,330,3,320,1,330,3,320,3,320,1,330,1,330,1,330,3,320,1,330,1,330,3,320,265,1,330,1,330,1,330,1,330,1,330,1,330,3,320,265,1,330,3,320,1,330,1,330,265,1,330,1,330,265,*,1,330,3,320,1,330,1,330,1,330,1,330,1,330,1,330,1,330,265,1,330,3,320,1,330,265,1,330,265,*,1,330,*,265,*,3,320,*,265,*,1,330,*,265,1,330,1,330,1,330,1,330,1,330,265,-,-,-,-,6,085,*,265,*,-,-,-,-,-,-,-,6,085,*,265,1,330,265,1,330,265,1,330,1,330,1,330,265,265,265,265,265,3,320,-,-,3,320,*,265,*,-,-,-,-,-,-,-,-,-,3,320,*,-,-,-,1,330,*,1,330,*,-,-,1,330,*,-,-,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-","43,400,30,735,31,660,25,355,25,270,22,905,22,505,22,215,20,875,20,790,19,660,19,300,18,800,16,535,15,470,15,470,15,470,14,680,14,610,14,045,14,045,14,045,14,045,13,395,12,620,12,620,10,630,8,640,8,640,8,640,8,640,7,575,6,650,6,350,6,085,5,585,5,445,3,585,3,320,2,660,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330"
,,,
"Gabriel Medina,Filipe Toledo,Italo Ferreira,Conner Coffin,Morgan Cibilic,Griffin Colapinto,Jordy Smith,Kanoa Igarashi,Yago Dora,Frederico Morais,John John Florence,Jack Robinson,Leonardo Fioravanti,Deivid Silva,Ryan Callinan,Adriano de Souza,Ethan Ewing,Kelly Slater,Jadson Andre,Jeremy Flores,Julian Wilson,Seth Moniz,Miguel Pupo,Matthew McGillivray,Owen Wright,Caio Ibelli,Peterson Crisanto,Michel Bourez,Jack Freestone,Wade Carmichael,Connor O'Leary,Mikey Wright,Alex Ribeiro,Liam O'Brien,Mateus Herdy,Adrian Buchan,Kolohe Andino,Reef Heazlewood,Rio Waida,Jacob Willcox,Sebastian Zietz,Nat Young,Stuart Kennedy,Patrick Gudauskas,Mick Fanning,Michael Dunphy,Lucca Mesinas,Eli Hanneman,Lucas Vicente,Dylan Moffat","Brazil,Brazil,Brazil,United States,Australia,United States,South Africa,Japan,Brazil,Portugal,Hawaii,Australia,Italy,Brazil,Australia,Brazil,Australia,United States,Brazil,France,Australia,Hawaii,Brazil,South Africa,Australia,Brazil,Brazil,France,Australia,Australia,Australia,Australia,Brazil,Australia,Brazil,Australia,United States,Australia,Indonesia,Australia,Hawaii,United States,Australia,United States,Australia,United States,Peru,Hawaii,Brazil,Australia","7,800,7,800,10,000,3,320,10,000,7,800,4,745,1,330,6,085,3,320,10,000,1,330,10,000,1,330,6,085,10,000,3,320,4,745,6,085,3,320,4,745,265,4,745,7,800,1,330,4,745,3,320,4,745,1,330,6,085,4,745,1,330,7,800,3,320,3,320,1,330,3,320,6,085,6,085,1,330,6,085,1,330,4,745,3,320,3,320,7,800,3,320,265,265,4,745,3,320,4,745,3,320,1,330,6,085,1,330,1,330,3,320,4,745,1,330,4,745,4,745,3,320,1,330,3,320,6,085,3,320,1,330,3,320,4,745,10,000,1,330,3,320,4,745,265,265,265,3,320,1,330,3,320,1,330,1,330,265,10,000,4,745,1,330,265,1,330,3,320,3,320,6,085,1,330,4,745,1,330,1,330,1,330,1,330,7,800,3,320,4,745,1,330,4,745,1,330,1,330,1,330,265,4,745,1,330,1,330,3,320,4,745,1,330,1,330,1,330,4,745,1,330,1,330,4,745,3,320,6,085,265,265,265,265,4,745,3,320,3,320,265,3,320,3,320,265,1,330,3,320,4,745,1,330,1,330,3,320,265,265,*,3,320,1,330,3,320,1,330,3,320,4,745,265,*,-,1,330,1,330,1,330,4,745,3,320,3,320,1,330,3,320,1,330,1,330,1,330,4,745,3,320,1,330,3,320,265,265,6,085,1,330,1,330,1,330,265,*,3,320,1,330,1,330,3,320,3,320,1,330,3,320,1,330,3,320,3,320,1,330,1,330,1,330,3,320,1,330,1,330,3,320,265,1,330,1,330,1,330,1,330,1,330,1,330,3,320,265,1,330,3,320,1,330,1,330,265,1,330,1,330,265,*,1,330,3,320,1,330,1,330,1,330,1,330,1,330,1,330,1,330,265,1,330,3,320,1,330,265,1,330,265,*,1,330,*,265,*,3,320,*,265,*,1,330,*,265,1,330,1,330,1,330,1,330,1,330,265,-,-,-,-,6,085,*,265,*,-,-,-,-,-,-,-,6,085,*,265,1,330,265,1,330,265,1,330,1,330,1,330,265,265,265,265,265,3,320,-,-,3,320,*,265,*,-,-,-,-,-,-,-,-,-,3,320,*,-,-,-,1,330,*,1,330,*,-,-,1,330,*,-,-,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,-,-,1,330,*,-,-,-,-,-,1,330,*,-,-,-,-,-,-,1,330,*,-,-,-,1,330,*,-,-,-,-","43,400,30,735,31,660,25,355,25,270,22,905,22,505,22,215,20,875,20,790,19,660,19,300,18,800,16,535,15,470,15,470,15,470,14,680,14,610,14,045,14,045,14,045,14,045,13,395,12,620,12,620,10,630,8,640,8,640,8,640,8,640,7,575,6,650,6,350,6,085,5,585,5,445,3,585,3,320,2,660,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330"
,,,
